review_id,rating_date,count_helpful,count_unhelpful,employee_length,employee_status,employee_type,flag_covid,flag_featured,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,summary,review_advice,career_opportunities_rating,employee_location,employee_job_title,advice_to_management,review_pros,review_cons,rating_compensation_benefits,rating_senior_leadership,rating_career_opportunities
74,2025-02-07T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,POSITIVE,APPROVE,POSITIVE,4.0,4,5.0,4.0,Good salary but difficult targets,,,"Brampton, ON",Warehouse Associate,Listen to your employees,They provide a healthy salary. Every six months a salary hike and good benefits.,They ask for difficult targets. There are some internal politics that still exist.,4.0,4.0,4.0
75,2025-02-06T00:00:00.000Z,0.0,0.0,4.0,PART_TIME,Current employees,False,False,POSITIVE,APPROVE,POSITIVE,4.0,5,4.0,5.0,Amazon job,,,"Delta, BC",Warehouse Worker,,"Good schedule , good pay","Heavy work load, long shifts",5.0,4.0,5.0
76,2025-02-06T00:00:00.000Z,0.0,0.0,1.0,CONTRACT,"Current employee, less than 1 year",False,False,NEUTRAL,APPROVE,POSITIVE,5.0,5,5.0,5.0,best pay rate,,,"Gateshead, England",FC Associate,,"good management, best work culture, nice colleagues","shift patterns, break timings, team leads",5.0,5.0,5.0
77,2025-02-04T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,2,1.0,1.0,Hard Pass,,,"Delta, BC",Process Associate,Focus more on taking care of the people who are driving your productivity and acknowledge they are why you are successful.,"Was a job that paid the bills. 
Makes you really appreciate working somewhere else","Only cared about increasing productivity and not at all about the people. Whoever coined them as equality opportunity employees needs to look up the definition. 
Save your physical and mental well being an look for employment elsewhere.",4.0,1.0,1.0
78,2025-02-03T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Current employee,False,False,,,,4.0,4,4.0,3.0,It's not a technical job.,,,"Boston, MA",Non-Inventory Receiver,,"If you want to have a smooth start at work, I think it's a good idea",Internal promotion is a bit difficult and may take a long time.,4.0,4.0,4.0
79,2025-01-28T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Current employee,False,False,,,,4.0,4,4.0,4.0,Sueldo base Amazon técnico RME,,,El Prat de Llobregat,Técnico de mantenimiento industrial,,Horario flexible y muchos pluses en fin de semana,El metro tarda mucho en llegar al prat,4.0,4.0,4.0
80,2025-01-28T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,,0.0,0,4.0,0.0,It's a good beginner job,,,"Chattanooga, TN",Warehouse Packer,,"Job is not hard, the people were friendly and helpful.",12 hour work days during busy times,0.0,0.0,0.0
81,2025-01-23T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Former employees,False,False,NEGATIVE,APPROVE,POSITIVE,2.0,3,2.0,1.0,Great benefits on sign in but deteriorate rapidly after first year,,,"Mississauga, ON",Whs Specialist,,"Fast paced, challenging and great learning opportunities; great overall benefits from day 1","Hectic hours, little flexibility, pay structure, call out culture leads to internal fights to show who is better",3.0,2.0,2.0
82,2025-01-17T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,POSITIVE,2.0,4,3.0,3.0,"If you can deal with it, it’s a good job",,,,,,Very simple and not complicated,High expectations and comes with some petty drama,3.0,2.0,1.0
83,2025-01-16T00:00:00.000Z,0.0,0.0,1.0,PART_TIME,"Current employee, less than 1 year",False,False,,,,0.0,0,5.0,0.0,Amazing,,,Euskirchen,Sortiermitarbeiter,,"Gute Leitungen.
Gute Mitarbeitern
Gute Arbeit",Es gibt keine Kontras für der Arbeit,0.0,0.0,0.0
84,2025-01-15T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Former employee,False,False,,,,0.0,0,3.0,0.0,Good place to learn,,,"Warrington, North West England, England",FC Associate,,Develops a strong work ethic for employees,No consideration of human feeling within the workplace,0.0,0.0,0.0
85,2025-01-11T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,NO_OPINION,POSITIVE,4.0,4,3.0,5.0,"Amazon FC Hamilton, a great place to work",,,"Hamilton, ON",Associate,Eliminate the hiring freeze.,"I made a mistake leaving, never should have. Hard job to do, but well worth it.","Can't get rehired. They aren't hiring now, or for the last while",4.0,3.0,3.0
86,2025-01-11T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,NEGATIVE,2.0,3,3.0,1.0,Don't get too comfortable,,,"Dallas, TX",Associate,,"The pay is not bad, and you are paid weekly.","They work you like a dog, regardless of age or ability. Their retention rate is ridiculous, and their managers always quit or are moved around.",3.0,3.0,2.0
87,2025-01-11T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Current employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,5.0,5,3.0,3.0,Hard work,,,"Huntley, IL",Palletizer,Move people around so they can get a break on positions. Give equal work to everyone . My manager favors groups of people,Can work with friends and can sometimes take your time. The job comes with sOME benefits,"A lot of work on the body. Depending where you’re placed, you’re doing the same thing for 10+ hours straight . lifting heavy heavy boxes.",5.0,2.0,5.0
88,2025-01-10T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Current employee,False,False,,,,3.0,4,3.0,2.0,Rating,,,"Edison, NJ",Stower,,"Make own hours
Good pay
Free food sometimes","Receptive 
Brain mush
Boring
Physically and mentally draining",3.0,3.0,3.0
89,2025-01-10T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,POSITIVE,APPROVE,NEGATIVE,4.0,4,3.0,4.0,Amazing company,,,"Hamilton, ON",Associate,Be kind,Benefit and vacation and TPO,Big loads hard hours long,4.0,4.0,4.0
90,2025-01-10T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,4,3.0,3.0,Heavy lifting,,,"Grimes, IA",Associate,,"Ok money, good supervisors, swag bucks",Heavy lifting/ safety is a concern but don't expect them to care or pay you for your injuries,2.0,2.0,3.0
91,2025-01-09T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,,,,0.0,0,4.0,0.0,"Fulfillment Center Warehouse Associate Review – Amazon MTN1, Wilmington",,,"Wilmington, DE",Fulfillment Center Warehouse Associate,"Streamline workflows to reduce strain during peak seasons.
Enhance recognition programs to boost morale.
Provide better training for new and current associates.
Act on employee feedback to improve job satisfaction.","Competitive pay and benefits (healthcare, 401k, stock options).
Opportunities for career advancement and skill development.
Fast-paced, engaging work environment.
Supportive team culture with approachable management.
Job stability with a global company.","Physically demanding, especially during peak seasons.
Long shifts with limited break times.
Fluctuating workload, sometimes stressful.
Noisy warehouse environment.",0.0,0.0,0.0
92,2025-01-08T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Current employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,1.0,1,2.0,1.0,It was terrible,,,"Monroe, OH",Cherry Picker,Stop flirting with employees and trying to get your way.,The pay was good that’s pretty much it,It’s a lot of drama and it’s all about who you know to do what you wanna do there. Even if you get a different roll you still will be paid the same.,5.0,1.0,1.0
93,2025-01-08T00:00:00.000Z,0.0,0.0,1.0,PART_TIME,"Current employee, less than 1 year",False,False,,,POSITIVE,4.0,4,4.0,5.0,Good Part Time opportunity,,,"Lubbock, TX",Seasonal Associate,,"The job is repetitive, relatively easy to learn. HR is onsite and helpful.","The job is physically demanding, but once you get used to it it isn't so bad. Work ethic varies greatly, and hard work is not appreciated besides compliments from managers.",4.0,3.0,3.0
94,2025-01-03T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,POSITIVE,DISAPPROVE,NEGATIVE,3.0,4,3.0,2.0,MCO1 Stow,,,"Orlando, FL",Warehouse Associate,stowers for waterspiders should not have such an indirect role -- they really do need just a little bit more direction/labor tracking.,"decent pay for the type of work
great benefits (insurance, 401k, company stock and education/Career Choice)
generous time-off policy
plenty of people to get to know if you are a people person","very physically demanding
keeping your job depends on your rate -- your rate can depend on your waterspider who may not care that you do not have enough work/""good"" work to make rate and stay out of the bottom 5%",4.0,3.0,2.0
95,2025-01-02T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Current employee,False,False,,,,1.0,5,3.0,5.0,Its okay,,,"Robbinsville, NJ",Warehouse Sortation Associate,,It pays the bills I guess.,The flex up / flex down thing here can be really annoying.,3.0,2.0,1.0
96,2025-01-01T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Former employees,False,False,NEUTRAL,NO_OPINION,POSITIVE,4.0,4,3.0,4.0,Good place,,,"Etna, OH",AA(Amazon Associate),Management keeps rotating,Work on your own terms,Heavy items when slow season,3.0,3.0,3.0
97,2024-12-29T00:00:00.000Z,0.0,0.0,1.0,CONTRACT,"Current employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,5.0,5,5.0,5.0,unkn,,,"Manchester, England",Warehouse Fulfillment Associate,the management is very good,Very good and nice culture,need to improve the salary range,5.0,5.0,5.0
98,2024-12-29T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Former employee,False,False,,,POSITIVE,0.0,0,5.0,0.0,A good place to work at,,,"Dallas, TX",ICQA Associate,Stay off the cat walk,The benefits starts on day1,The standing for a long period of times and short lunches,0.0,0.0,0.0
99,2024-12-27T00:00:00.000Z,0.0,0.0,2.0,PART_TIME,Former employees,False,False,NEUTRAL,NO_OPINION,NEGATIVE,2.0,5,2.0,3.0,Wasn’t the greatest,,,"Greenfield, IN",Sorter Loader,,"The pay was good, and the time off accumulating every shift was nice","They really didn’t care about their workers when I worked there. 
Bathroom breaks were like they were not acceptable",2.0,3.0,2.0
100,2024-12-25T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,5,1.0,2.0,Not worth for the weather and long shifts,,,"Orlando, FL",Driver Associate,Don't tell your incoming employees that you'll offer bonuses and then say sike when they get hired,"Simple to do, 4 day work week","10 hour shifts and have to deal with heat and rain,",1.0,1.0,1.0
101,2024-12-25T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Current employee,False,False,POSITIVE,APPROVE,POSITIVE,2.0,4,3.0,3.0,Decent,,,,Associate,,Decent pay here at this job nothing too crazy,As a part time you only get 15 mins break,2.0,3.0,3.0
102,2024-12-17T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Current employee,False,False,,,,5.0,5,5.0,5.0,A nice place to work,,,"Scarborough, ON",Warehouse Associate,,You will gain alot of knowledge,Be ready to stand for the whole shift,5.0,5.0,5.0
103,2024-12-17T00:00:00.000Z,0.0,0.0,20.0,REGULAR,Current employees,False,False,,,POSITIVE,5.0,5,5.0,5.0,Great Benefits,,,"Charleston, TN",Human Resource Associate Partner,,Mutiple time off options. Above average health insurance options.,"Small department, not a lot of room to move up without moving.",4.0,5.0,5.0
105,2024-12-16T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,,,,1.0,1,1.0,1.0,Physically Demanding job,,,"San Bernardino, CA",Quality Control,,lots of overtime. Worked 60hours/week,"The cons are the same as the pros, but this website doesn't allow me to copy the same response.",1.0,1.0,1.0
106,2024-12-15T00:00:00.000Z,0.0,0.0,2.0,PART_TIME,Current employees,False,False,POSITIVE,DISAPPROVE,POSITIVE,3.0,4,4.0,3.0,Decent Pay,,,"Sparrows Point, MD",Associate,,"Freedom
Opportunities
Career choice
Decent Pay","Physically tiring
Poor Training
Not enough benefits",3.0,3.0,3.0
107,2024-12-15T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,,1.0,3,1.0,1.0,Cold,,,"Rugeley, England",,,"Good managers, a lot of overtime available",Cold warehouse. Lonely isolating job,1.0,3.0,1.0
108,2024-12-14T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Current employees,False,False,POSITIVE,APPROVE,POSITIVE,3.0,4,5.0,4.0,Pay,,,"St. Thomas, ON",Associate,,Good pay rate for Associates,Lot of internal politics in the Amazon warehouses,5.0,5.0,5.0
109,2024-12-12T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Current employee,False,False,,,,0.0,0,5.0,0.0,Good place,,,"Council Bluffs, IA",Associate,,Good place to start a warehouse job.,Temperature is a little chilly.,0.0,0.0,0.0
110,2024-12-11T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,,0.0,0,3.0,0.0,Boring,,,"Jeffersonville, IN",ICQA Associate,,"PTO, same work every night.",Lots of turn over. Monotonous,0.0,0.0,0.0
111,2024-12-08T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Former employees,False,False,,,,5.0,5,4.0,4.0,Amazon,,,"Goodyear, AZ",Warehouse Worker,,They have really good benefits,Some jobs can get overwhelming,5.0,4.0,5.0
112,2024-12-07T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Current employee,False,False,,,,0.0,0,4.0,0.0,Good Job and Pay,,,"Leeds, England",Warehouse Associate,,"Easy, not much weight to handle","long shifts, stationed in one place",0.0,0.0,0.0
113,2024-12-05T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,,,NEGATIVE,2.0,3,3.0,1.0,"Good money, hardwork",,,"Edmonton, AB",Associate,,Good money better than average job,"Favouritism, no appreciation, more work you do more you’ll get, less work you do less they will give",3.0,3.0,3.0
114,2024-12-04T00:00:00.000Z,0.0,0.0,9.0,REGULAR,Current employees,False,False,POSITIVE,NO_OPINION,POSITIVE,3.0,5,3.0,1.0,Hard work,,,"Windsor, CT",Packer,,Fast Advancements and great benefits,Very high turnover and not much accountability. Very long hours during holiday season.,3.0,3.0,3.0
115,2024-12-03T00:00:00.000Z,0.0,0.0,2.0,PART_TIME,Current employees,False,False,POSITIVE,APPROVE,POSITIVE,3.0,3,3.0,3.0,Not Bad,,,"Avenel, NJ",FC Associate I,Lower the rate. Or increase the pay. And give out more shifts.,Simple work is required of you.,Their rate per hour is slightly unreasonable due to the fact if the items are heavy in total it’s harder to walk around while pushing the heavy cart.,3.0,3.0,3.0
116,2024-12-03T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,1,1.0,1.0,Good benefits bad work culture,,,"Saint Louis, MO",Inbound Stower,"We are humans with our own lives outside of work. We are somebody’s child, wife, husband, father, mother or grandparent. We are not robots or machines to use and toss away whenever you feel like it. To some of us Amazon is one of our only choices to make a living for our families.","Great benefits, very flexible, lots of different positions to try out incase you don’t like your main role. Free holiday meals once a year. Come and leave work whenever you want using your unpaid time or pto. They lay for school and offer career programs although the tests to get into them are very difficult","Forced mandatory extra time. (My MET was 5 days of 11 1/2 hours and my regular shift is 3 days of 12 hours) you will get forced to cross trained and you will get labor shares to different departments wether you like that position or not. They have a very high expectations for making “rates” in your position. Managers and anyone in lead positions will micromanage and breathe down your neck. You are always getting watched and judged and everyone will shut down any minimal concern you have because nobody cares. They just care about saving their own behind. If you get hurt, well you better pray that you don’t because their AmCare will send you to their own doctor and they will lie and say you weren’t hurt at all so that they don’t have to pay for your injury or have you sue them. Some departments are very strict and WILL find reasons to write you up. You have to use some of your break time to get back to your station and sign in and scan something by the end of your break or you will get in trouble. You will use some of your break time just walking to the break area because it is SO far and so are the restrooms and don’t forget you need to use your break time to come back from break on time or you’ll get in trouble",3.0,1.0,3.0
117,2024-12-02T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,0.0,0,3.0,0.0,Amazon,,,"Orlando, FL",Picker,,A lot of hard work,Only care about the numbers,0.0,0.0,0.0
118,2024-11-30T00:00:00.000Z,0.0,0.0,2.0,PART_TIME,Current employees,False,False,,APPROVE,POSITIVE,5.0,5,5.0,4.0,Amazon review,,,"Ottawa, ON",Associate,,"It has good base pay, health benefits, and paid vacation.",Work is heavy sometimes and need physical strength.,5.0,5.0,5.0
119,2024-11-29T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Current employee, less than 1 year",False,False,,APPROVE,POSITIVE,0.0,0,5.0,5.0,I loved working there,,,"Coconut Creek, FL",Picker/Packer,"Focus on Employee Well-Being.
Encourage a balance between productivity and employee health. Consider frequent breaks, ergonomic assessments, and wellness programs.","Employment stability 
Competitive pay
Benefits 
Diverse workforce","Physical demands 
Management challenges 
Monotonous tasks
High turnover rates
Fast spaced environment",5.0,0.0,5.0
120,2024-11-27T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,0.0,0,5.0,0.0,The pay is good but the work sometimes can be a bit.... Boring,,,"Charlotte, NC",Picking Associate,,Paid by the hour and if u stay long enough u get better pay well at least 1$ up,From what I've heard they treat ya like a number or a robot,0.0,0.0,0.0
121,2024-11-26T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,NO_OPINION,POSITIVE,3.0,5,4.0,2.0,Great place to start oit,,,"Calgary, AB",Dock Worker,,"Great benefits, great people to work with.",The work is very physically demanding,5.0,5.0,3.0
122,2024-11-23T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,4.0,3,4.0,3.0,Salary at Amazon,,,"Sioux Falls, SD",Reliability & Maintenance Engineering,,Good pay from the company and lovely colleagues,Too much heat and a lot of noise,4.0,4.0,4.0
123,2024-11-20T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,2.0,1,2.0,3.0,nothign,,,"St. Thomas, ON",Warehouse Worker,,good pay and nice shift hours,politics and partiality play a major role,4.0,1.0,2.0
124,2024-11-19T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,,3.0,3,3.0,1.0,General,,,"Dartford, England",Warehouse Operative,,Flexible working schedules and good pay,Extremely physical. Employees treated as machine sometimes.,4.0,3.0,4.0
125,2024-11-18T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,1.0,1,1.0,1.0,Review,,,"Ottawa, ON",Warehouse Associate,"Treat associates with respect and dignity. Foster a more supportive environment, especially during challenging times, and ensure fair treatment for all employees, including those dealing with work-related injuries.","Good benefits.
Valuable working experience.
Opportunities to learn and grow.","Poor management support.
Lack of understanding during personal hardships.
Unfair treatment when injured on the job.
High-pressure environment with unrealistic expectations at times.",1.0,1.0,1.0
